Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,move,"move 22 15",3,427,370,160,18,17,110,16,13,100,22,15
56,move,"move 19 16",1,432,370,160,19,16,110,16,13,100,22,15
57,move,"move 17 12",2,437,370,160,19,16,110,17,12,100,22,15
58,move,"move 23 14",3,442,370,160,19,16,110,17,12,100,23,14
59,move,"move 20 15",1,447,370,160,20,15,110,17,12,100,23,14
60,move,"move 18 11",2,452,370,160,20,15,110,18,11,100,23,14
61,move,"move 24 13",3,457,370,160,20,15,110,18,11,100,24,13
62,move,"move 21 14",1,462,370,160,21,14,110,18,11,100,24,13
63,dig,"dig 19 10",2,469,370,160,21,14,110,18,11,100,24,13
64,dig,"dig 25 12",3,476,370,160,21,14,110,18,11,100,24,13
65,move,"move 22 13",1,481,370,160,22,13,110,18,11,100,24,13
66,move,"move 19 10",2,486,370,160,22,13,110,19,10,100,24,13
67,move,"move 24 12",3,491,370,160,22,13,110,19,10,100,24,12
68,move,"move 23 12",1,496,370,160,23,12,110,19,10,100,24,12
69,dig,"dig 20 9",2,503,370,160,23,12,110,19,10,100,24,12
70,move,"move 25 11",3,508,370,160,23,12,110,19,10,100,25,11
71,move,"move 24 11",1,513,370,160,24,11,110,19,10,100,25,11
72,move,"move 20 9",2,518,370,160,24,11,110,20,9,100,25,11
73,dig,"dig 25 10",3,525,370,160,24,11,110,20,9,100,25,11
74,move,"move 25 10",1,530,370,160,25,10,110,20,9,100,25,11
75,dig,"dig 21 8",2,537,370,160,25,10,110,20,9,100,25,11
76,move,"move 24 11",3,542,370,160,25,10,110,20,9,100,24,11
77,dig,"dig 25 9",1,549,370,160,25,10,110,20,9,100,24,11
78,move,"move 21 8",2,554,370,160,25,10,110,21,8,100,24,11
79,dig,"dig 24 10",3,561,370,160,25,10,110,21,8,100,24,11
80,dig,"dig 24 9",1,568,370,160,25,10,110,21,8,100,24,11
81,dig,"dig 22 7",2,575,370,160,25,10,110,21,8,100,24,11
82,move,"move 23 10",3,580,370,160,25,10,110,21,8,100,23,10
83,move,"move 24 9",1,585,370,160,24,9,110,21,8,100,23,10
84,move,"move 22 7",2,590,370,160,24,9,110,22,7,100,23,10
85,dig,"dig 23 9",3,597,370,160,24,9,110,22,7,100,23,10
86,dig,"dig 23 8",1,604,370,160,24,9,110,22,7,100,23,10
87,banana,"banana 23 3",2,672,370,160,24,9,110,22,7,100,23,10
88,move,"move 23 9",3,677,370,160,24,9,110,22,7,100,23,9
89,move,"move 23 8",1,682,370,160,23,8,110,22,7,100,23,9
90,banana,"banana 22 4",2,743,370,160,23,8,110,22,7,100,23,9
91,shoot,"shoot N",2,759,370,160,23,8,110,22,7,100,23,9
92,shoot,"shoot N",2,772,362,160,23,8,102,22,7,100,23,9
93,shoot,"shoot N",2,788,362,160,23,8,102,22,7,100,23,9
94,shoot,"shoot N",2,804,362,160,23,8,102,22,7,100,23,9
95,shoot,"shoot N",2,818,354,160,23,8,94,22,7,100,23,9
96,dig,"dig 22 8",3,825,354,160,23,8,94,22,7,100,23,9
97,move,"move 24 9",1,830,354,160,24,9,94,22,7,100,23,9
98,banana,"banana 22 4",2,867,346,160,24,9,86,22,7,100,23,9
99,move,"move 22 8",3,872,346,160,24,9,86,22,7,100,22,8
100,move,"move 23 8",1,877,346,160,23,8,86,22,7,100,22,8
101,shoot,"shoot N",2,890,338,160,23,8,78,22,7,100,22,8
102,snowball,"snowball 22 4",3,907,338,160,23,8,78,22,7,100,22,8
103,move,"move 24 9",1,912,338,160,24,9,78,22,7,100,22,8
104,shoot,"shoot N",2,928,338,160,24,9,78,22,7,100,22,8
105,move,"move 23 8",3,933,338,160,24,9,78,22,7,100,23,8
106,move,"move 23 10",1,938,338,160,23,10,78,22,7,100,23,8
107,shoot,"shoot N",2,952,330,160,23,10,70,22,7,100,23,8
108,snowball,"snowball 22 4",3,969,330,160,23,10,70,22,7,100,23,8
109,move,"move 22 9",1,974,330,160,22,9,70,22,7,100,23,8
110,shoot,"shoot N",2,990,330,160,22,9,70,22,7,100,23,8
111,move,"move 24 9",3,995,330,160,22,9,70,22,7,100,24,9
112,move,"move 22 8",1,1000,330,160,22,8,70,22,7,100,24,9
113,shoot,"shoot N",2,1013,322,160,22,8,62,22,7,100,24,9
114,move,"move 23 8",3,1018,322,160,22,8,62,22,7,100,23,8
115,move,"move 23 9",1,1023,322,160,23,9,62,22,7,100,23,8
116,shoot,"shoot N",2,1036,314,160,23,9,54,22,7,100,23,8
117,snowball,"snowball 22 4",3,1053,314,160,23,9,54,22,7,100,23,8
118,move,"move 22 8",1,1058,314,160,22,8,54,22,7,100,23,8
119,shoot,"shoot N",2,1114,314,160,22,8,54,22,7,100,23,8
120,move,"move 22 9",3,1119,314,160,22,8,54,22,7,100,22,9
121,dig,"dig 21 9",1,1126,314,160,22,8,54,22,7,100,22,9
122,move,"move 21 8",2,1131,314,160,22,8,54,21,8,100,22,9
123,move,"move 21 10",3,1136,314,160,22,8,54,21,8,100,21,10
124,move,"move 21 9",1,1141,314,160,21,9,54,21,8,100,21,10
125,move,"move 20 9",2,1146,314,160,21,9,54,20,9,100,21,10
126,dig,"dig 20 11",3,1153,314,160,21,9,54,20,9,100,21,10
127,dig,"dig 20 10",1,1160,314,160,21,9,54,20,9,100,21,10
128,move,"move 19 10",2,1165,314,160,21,9,54,19,10,100,21,10
129,move,"move 20 11",3,1170,314,160,21,9,54,19,10,100,20,11
130,move,"move 20 10",1,1175,314,160,20,10,54,19,10,100,20,11
131,move,"move 18 11",2,1180,314,160,20,10,54,18,11,100,20,11
132,move,"move 19 12",3,1185,314,160,20,10,54,18,11,100,19,12
133,dig,"dig 19 11",1,1192,314,160,20,10,54,18,11,100,19,12
134,move,"move 17 12",2,1197,314,160,20,10,54,17,12,100,19,12
135,move,"move 18 13",3,1202,314,160,20,10,54,17,12,100,18,13
136,move,"move 19 11",1,1207,314,160,19,11,54,17,12,100,18,13
137,move,"move 16 11",2,1212,314,160,19,11,54,16,11,100,18,13
138,move,"move 17 12",3,1217,314,160,19,11,54,16,11,100,17,12
139,move,"move 18 12",1,1222,314,160,18,12,54,16,11,100,17,12
140,move,"move 15 12",2,1227,314,160,18,12,54,15,12,100,17,12
141,move,"move 16 13",3,1232,314,160,18,12,54,15,12,100,16,13
142,move,"move 17 13",1,1237,314,160,17,13,54,15,12,100,16,13
143,move,"move 14 13",2,1242,314,160,17,13,54,14,13,100,16,13
144,move,"move 15 13",3,1247,314,160,17,13,54,14,13,100,15,13
145,move,"move 16 13",1,1252,314,160,16,13,54,14,13,100,15,13
146,move,"move 13 13",2,1257,314,160,16,13,54,13,13,100,15,13
147,move,"move 14 14",3,1262,314,160,16,13,54,13,13,100,14,14
148,move,"move 15 14",1,1267,314,160,15,14,54,13,13,100,14,14
149,dig,"dig 12 14",2,1274,314,160,15,14,54,13,13,100,14,14
150,move,"move 13 15",3,1279,314,160,15,14,54,13,13,100,13,15
151,move,"move 14 15",1,1284,314,160,14,15,54,13,13,100,13,15
152,move,"move 12 14",2,1289,314,160,14,15,54,12,14,100,13,15
153,move,"move 12 16",3,1294,314,160,14,15,54,12,14,100,12,16
154,dig,"dig 13 16",1,1301,314,160,14,15,54,12,14,100,12,16
155,move,"move 11 15",2,1306,314,160,14,15,54,11,15,100,12,16
156,move,"move 11 17",3,1311,314,160,14,15,54,11,15,100,11,17
157,move,"move 13 16",1,1316,314,160,13,16,54,11,15,100,11,17
158,dig,"dig 10 16",2,1323,314,160,13,16,54,11,15,100,11,17
159,move,"move 10 18",3,1328,314,160,13,16,54,11,15,100,10,18
160,dig,"dig 12 17",1,1335,314,160,13,16,54,11,15,100,10,18
161,move,"move 10 16",2,1340,314,160,13,16,54,10,16,100,10,18
162,move,"move 11 17",3,1345,314,160,13,16,54,10,16,100,11,17
163,move,"move 12 17",1,1350,314,160,12,17,54,10,16,100,11,17
164,dig,"dig 9 17",2,1357,314,160,12,17,54,10,16,100,11,17
165,move,"move 10 18",3,1362,314,160,12,17,54,10,16,100,10,18
166,move,"move 11 18",1,1367,314,160,11,18,54,10,16,100,10,18
167,move,"move 9 17",2,1372,314,160,11,18,54,9,17,100,10,18
168,dig,"dig 9 18",3,1379,314,160,11,18,54,9,17,100,10,18
169,move,"move 10 17",1,1384,314,160,10,17,54,9,17,100,10,18
170,dig,"dig 8 17",2,1391,314,160,10,17,54,9,17,100,10,18
171,invalid,"invalid",3,1387,314,160,10,17,54,9,17,100,10,18
172,move,"move 11 17",1,1390,306,160,11,17,46,9,17,100,10,18
173,shoot,"shoot W",2,1403,298,160,11,17,38,9,17,100,10,18
174,move,"move 10 19",3,1405,290,160,11,17,30,9,17,100,10,19
175,move,"move 10 17",1,1408,282,160,10,17,22,9,17,100,10,19
176,shoot,"shoot W",2,1421,274,160,10,17,14,9,17,100,10,19
177,move,"move 9 18",3,1423,266,160,10,17,6,9,17,100,9,18
178,move,"move 10 18",1,1426,260,160,10,18,-2,9,17,100,9,18
179,move,"move 8 17",3,1431,260,160,10,18,-2,9,17,100,8,17
180,move,"move 9 17",1,1434,252,160,9,17,-2,9,17,92,8,17
181,shoot,"shoot W",3,1447,244,160,9,17,-2,9,17,84,8,17
182,move,"move 10 16",1,1449,236,160,10,16,-2,9,17,76,8,17
183,shoot,"shoot W",3,1463,228,160,10,16,-2,9,17,68,8,17
184,move,"move 9 17",1,1465,220,160,9,17,-2,9,17,60,8,17
185,shoot,"shoot W",3,1478,212,160,9,17,-2,9,17,52,8,17
186,move,"move 9 18",1,1481,204,160,9,18,-2,9,17,44,8,17
187,shoot,"shoot W",3,1494,196,160,9,18,-2,9,17,36,8,17
188,move,"move 10 19",1,1496,188,160,10,19,-2,9,17,28,8,17
189,shoot,"shoot W",3,1510,180,160,10,19,-2,9,17,20,8,17
190,move,"move 9 18",1,1512,172,160,9,18,-2,9,17,12,8,17
